68.2,15.7,59.1,25.3,2,76.3,19.2
42,16.5,61.8,21.7,1.6,96.8,11.4
52.5,11.7,53.7,34.6,0.7,89.5,16.1
77.1,13.1,60.1,26.8,2.3,59.2,29.6
40.8,11.4,59.8,28.7,0.5,96.4,21.5
90.3,18.1,64.3,17.6,1.7,67.2,31.4
53.3,27,56.2,16.9,1.4,97.1,18.8
29.6,12.7,55.7,31.6,0.8,96.9,16.8
47.3,22.8,58.5,18.7,1.3,97.8,15.8
48.2,15.8,57.4,26.8,0.6,97,19.9
81.5,20.7,62.4,17,0.9,79.7,17.6
52.4,16.7,57.4,25.9,0.7,97.7,13.6
82,20.2,63.3,16.5,2.6,80.4,13.2
47.9,20.6,63.9,15.5,3.5,90.1,10.9
60.9,13.4,62.8,23.7,1.3,85.1,29.7
47.4,16.6,56.5,26.8,0.7,96.1,18.6
56.4,14.6,56.8,28.6,2.4,86.3,15.8
42.5,13.6,58.3,28.1,1.3,88.9,23.8
59.2,16.1,61.1,22.8,1.5,79.5,21.7
42.8,10.5,55.2,34.3,1.8,94.2,20.1
61.6,11.2,58.8,29.9,1.3,80,23.4
72,14.2,58.1,27.6,1.8,66.5,27.1
51.6,10.4,53.6,36,1.3,83.2,20.1
85.4,14.6,58.3,27.1,1.8,82.4,19.3
58,17.7,61.4,20.9,2.3,95.1,10.7
46.2,15.9,59.8,24.3,0.8,82.9,23.4
38.6,13.6,56,30.5,4,90.3,13.6
44.7,16.7,60.3,23,0.7,88.7,13.1
98.5,13.7,68.3,18,4.2,25.5,44.9
33.6,9.6,59.4,31,1,91.5,19.3
40.2,15.1,56.7,28.2,0.9,94.9,22.5
64.8,15.1,55.4,29.5,1,95.6,13.8
33.3,13.5,58.9,27.6,2.9,89.7,20.2
49.7,19.8,56.4,23.8,1.3,96.3,14.8
39.4,19.8,55.9,24.3,0.7,96.7,14.9
87.7,18.3,62.6,19.1,2.5,66.8,28.2
99,12.9,67.3,19.8,6,26.1,45.3
39.4,12.1,57.6,30.3,1.2,89.1,16.9
94.1,20.6,64.4,15,2.4,71.3,19.1
70.8,32.8,55.7,11.5,0.3,97.7,11.2
84.9,17.6,59.4,22.9,0.9,84.4,14.8
47.3,13.5,57.8,28.7,2,87.2,20.7
46.8,17,57.7,25.3,1,93.4,17.3
26.7,15.1,58.3,26.6,3.4,91.8,26.4
41.8,25.3,57.4,17.3,0.9,95.2,14.7
58.6,17.6,59.4,23,5.8,80.8,19.6
75.8,13.9,60.4,25.7,1.4,63.7,25.1
42.1,12.9,56.1,30.9,0.9,90.9,22
98.3,16.2,65.5,18.4,5.9,37.6,38.8
87.5,16.5,59.7,23.7,2.4,53.1,24.5
45.9,12.6,56.4,31,0.7,88.7,18.1
99.7,18.1,67.4,14.5,9.4,38.1,36.2
91.7,13.3,61.2,25.5,2.3,57.7,30.3
46.3,14.3,59.1,26.6,1.2,89.8,14.2
38.3,11.2,53.7,35.2,1.2,93.5,21.4
55,23.3,60.1,16.6,1,97.4,7.7
48.4,16,59,24.9,1.3,96.4,16.3
36.7,15.7,60.4,24,1.8,93.8,20.7
74.4,20.2,64.2,15.6,3.2,76.9,19.2
56.4,12.1,57.4,30.4,0.8,76.1,23.2
68.4,16.3,59.3,24.4,0.4,94.3,15.8
46.1,14.1,59.1,26.8,5,95.4,18.7
51.1,13.1,55.2,31.7,1.7,73,23.8
51.1,16.7,59,24.3,4.8,91.2,16.4
46.6,11.1,56.6,32.3,1,92.8,17.8
85.6,21.6,61.7,16.7,0.9,73.4,26.6
87.5,22.4,61.7,15.9,1.2,81.9,15
39.3,14.3,62.6,23.1,1.1,91.4,16.9
61.8,14.6,58,27.3,0.9,87.2,20.6
75.8,17.2,59.7,23.1,1.1,65.4,26.2
95.1,16.9,67,16.1,7.3,36.1,37.7
84.6,15.5,63.4,21.1,3.8,53.7,29.9
82.8,15.1,60.8,24.1,2.1,68.3,24.8
81.7,16.3,61.9,21.8,2.6,61.3,25.9
87.5,16.4,63.8,19.8,2.7,49.6,31.7
87.6,15.2,61.7,23.1,2.9,47.8,31.6
86.7,14.3,61.2,24.4,3.9,60.3,27.5
83.2,14,61.7,24.3,3.5,58.8,29.1
70.1,13.4,59.8,26.8,1.9,65.9,27.6
75.4,15.2,62.7,22.1,1.8,59.6,30.8
71.5,14.7,62.6,22.8,2.3,69.3,29.6
79.3,16.5,62.7,20.8,1.9,59,31.5
71.5,17.2,60.6,22.2,1.6,82.6,22.6
83,17.4,61.5,21.1,4.7,64.7,25.6
77.5,19,60.4,20.6,1.9,75.5,24.3
83.1,20.5,62.7,16.8,1.7,66.4,29.8
72.3,14.5,61.1,24.4,1.7,69.1,26.7
77,15.4,62.7,21.9,2.1,68.2,29.6
60.8,16.2,63.4,20.4,9.8,71,28.3
96.6,16.9,67.4,15.7,7.6,33.6,38.7
77.1,15.4,60.2,24.4,3.4,66.7,24.2
78.3,17.9,63.5,18.6,3.7,64.2,25.4
66.9,14.9,60,25.1,3,76.7,24.2
62.7,15.5,58.6,25.9,2.4,79.1,17.7
72.1,15.9,60.3,23.7,3.7,73.8,22.2
93.1,15.3,65.2,19.5,4.3,43.2,34.4
66.4,14.9,59.7,25.4,2.1,72.9,21
59.7,16.6,59,24.4,2.3,83.6,16.9
83.6,15.4,61,23.5,2.6,68.8,22.9
86,15.1,60.7,24.2,1.8,66.1,25.8
57.6,14.5,60.8,24.8,2.2,82.9,23.9
84.3,16.1,61.7,22.2,2.8,60.7,26.9
83.3,17.8,63.1,19.1,2.6,60.2,25.7
72.3,14.8,60.6,24.6,2.1,64.2,23.6
59.7,14.5,58,27.5,1.4,80.1,20.9
82.7,17,60,23,2,64.5,22.2
92.3,16.7,65.3,18,3,43.3,34.6
65.3,15.4,58.8,25.8,2,78,19.1
63.7,13.2,56.2,30.6,1.4,72,23.1
83.5,14.3,61.4,24.3,2.7,63.7,26.4
90.2,14.4,61,24.6,5.2,56.6,28.8
83.5,14.8,62.9,22.2,3.8,54.8,31
82.4,12.4,58.9,28.6,2.8,66.9,25.4
72.6,13.9,60.7,25.4,1.8,63.8,28.4
68.2,12.8,58.9,28.3,2.1,65.9,27.5
67.1,13,59.3,27.7,1.6,70.8,26
59,15.1,60,24.8,1.4,74.6,26.2
85.9,16.1,65.5,18.4,2,46.9,35.6
46.3,12.2,57.4,30.5,1.2,87.7,20.1
81,13.6,60.6,25.8,1.9,65.4,26.8
57,13.1,57,29.9,1.5,78.7,24.1
76.4,15.5,64.1,20.4,2.2,66.5,31.9
45.5,12.6,58.4,29,2.6,82.5,21.5
65.6,11.9,57.4,30.7,2.6,73.3,23.9
87.5,17.5,65.4,17.1,2.4,49.7,36.2
50.7,11.7,53.8,34.5,1.3,86.8,20.6
68.5,14.1,56.6,29.3,1.2,70.3,23.2
72,13.8,58,28.2,1.2,72.7,22.1
71.2,16.8,59.3,24,1,68.7,25.5
53.2,14.5,57,28.5,0.9,85.2,21.3
62.4,15.1,59.5,25.4,1.7,93.4,18.5
78.4,17.8,61.7,20.5,1.7,78,24.8
56.4,16.4,57.8,25.8,1,88.4,19.8
55.6,16.7,57.9,25.4,2,92.6,16.3
77.5,19.2,59.2,21.6,0.8,89.9,16.2
89.1,16.8,63.6,19.6,5.1,53.5,31.1
64.3,12.8,57.8,29.4,6.7,85.2,17.2
78.7,19.6,59.4,21,4.4,75.9,19
50,19.1,57.8,23,1.3,96.3,17.4
85.8,19,61.2,19.8,2,69.7,26.2
93.7,21,65.2,13.8,2.1,54.1,35.1
63,20,57.7,22.3,1,92.3,19.3
78.8,19.9,59.6,20.4,1.5,79.8,23.3
54.5,19.1,58.6,22.3,0.9,94.4,21.3
59.6,20.3,57.7,22,0.7,88.7,21
73.3,21.1,59.4,19.5,1.1,85.4,20.9
60.1,15.6,61.4,23,1,76.9,23.6
60.8,11.3,58.2,30.4,1.3,81.9,22.8
76.9,15.8,62.2,22,1.9,63.7,28.4
86.8,17.1,65.4,17.5,2.3,54.6,35.2
87.7,16.7,61.6,21.7,2.4,66.5,28.4
49.6,10.3,56.6,33.1,1.1,91.1,17.3
54.7,10.1,57.3,32.6,0.9,80,23.1
49.9,14.7,63.5,21.8,2.4,89.2,23.5
60.2,13.2,63.4,23.4,1.5,86.9,29.8
40,18.7,62.8,18.5,8,92.2,13.8
